Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FAS_478,FAS,Mathematics and Statistics,Any program,Undergraduate,Bachelor,,,PERFORM Centre Internship,Internship,Internships,Work-integrated,
FAS_479,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,,PHYS,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_480,FAS,Physics,Physics,Undergraduate,Bachelor,PREX,PHYS,PREX PHYS,Co-op placement. Please visit the Co-op Institute for more details.,Internships,Work-integrated,
FAS_481,FAS,Physics,Any program,Undergraduate,Bachelor,,,PERFORM Centre Internship,Internship,Internships,Work-integrated,
FAS_482,FAS,Political Science,Political Science,Undergraduate,Bachelor,POLI,497,Internship,One-term apprenticeship in some aspect of public affairs and policy analysis,Internships,Work-integrated,
FAS_483,FAS,Political Science,Political Science / Public Policy and Public Administration,Graduate,Master,POLI,693,Internship with Research Paper,4-month job placement in either the public or private sector,Internships,Work-integrated,
FAS_484,FAS,Political Science,Political Science,Undergraduate,Bachelor,POLI,,POLI,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_485,FAS,Political Science,Political science,Undergraduate,Bachelor,,,Political Science Co-op,Co-op placement; required work terms. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_486,FAS,Psychology,Psychology,Graduate,PhD,PSYC,885,Predoctoral Internship,12 months full-time employment under qualified supervision in an applied setting approved by the department’s internship committee,Internships,Work-integrated,
FAS_487,FAS,Psychology,Any program,Undergraduate,Bachelor,,,PERFORM Centre Internship,Internship,Internships,Work-integrated,
FAS_488,FAS,School of Community and Public Affairs,School of Community and Public Affairs,Undergraduate,Bachelor,,,School of - Community and Public Affairs (SCPA) Co-op,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_489,FAS,Sociology and Anthropology,Anthropology,Undergraduate,Bachelor,ANTH,,Anthropology Co-op,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_490,FAS,Sociology and Anthropology,Sociology,Undergraduate,Bachelor,SOCI,,Sociology Co-op,Co-op placement. Please visit the Co-op Institute for more details.,Co-op programs,Work-integrated,
FAS_491,FAS,Sociology and Anthropology,Any program,Graduate,Master,,,Sociology and Anthropology Co-op,1-year of full-time compensated employment,Co-op programs,Work-integrated,https://www.concordia.ca/artsci/sociology-anthropology/programs/co-op.html
FAS_492,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,698,Master’s Project,"Contracting with the client, gathering and analyzing data, implementing relevant intervention activities, and evaluating the intervention as well as their role",Major research projects,Research-based,
FAS_493,FAS,Applied Human Sciences,Any program,Any level,Any degree,,,Centre for Human Relations and Community Studies (CHRCS),"Action research, consultation, and training",Research centres,Research-based,https://www.concordia.ca/artsci/chrcs.html
FAS_494,FAS,Biology,Biology / Cell and Molecular Biology / Ecology,Undergraduate,Bachelor,BIOL,490,Independent Study,Research project,Undergraduate research projects,Research-based,
FAS_495,FAS,Biology,Biotechnology and Genomics,Graduate,Certificate,BIOL,516,Project in Biotechnology and Genomics,8-month (10 hours per week) of a 4-month period (20 hours per week) at Concordia or other approved institutions or companies,Major research projects,Research-based,
FAS_496,FAS,Biology,Biology,Graduate,PhD,BIOL,890,Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_497,FAS,Chemistry and Biochemistry,Chemistry / Biochemistry,Undergraduate,Bachelor,CHEM,450,Research Project and Thesis,"Research, Thesis",Undergraduate research projects,Research-based,
FAS_498,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,451,Nanochemistry,Term project carried out using the nanoscience facilities held in the Department research labs,Undergraduate research projects,Research-based,
FAS_499,FAS,Chemistry and Biochemistry,Chemistry,Graduate,Master,CHEM,655,Master’s Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_500,FAS,Chemistry and Biochemistry,Chemistry,Graduate,PhD,CHEM,856,Doctoral Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_501,FAS,Chemistry and Biochemistry,Any program,Any level,Any degree,,,Centre for Research in Molecular Modeling (CERMM),"Multi-institutional research centre that supports research in the molecular sciences, fostering collaborations between researchers in computational chemistry and biochemistry",Research centres,Research-based,https://www.concordia.ca/research/molecular-modeling.html
FAS_502,FAS,Chemistry and Biochemistry,Any program,Any level,Any degree,,,Centre for Structural and Functional Genomics (CSFG),"Core genomics facility and computational resources to sequence, process and store the genetic information of various organisms.",Research centres,Research-based,https://www.concordia.ca/research/genomics.html
FAS_503,FAS,Chemistry and Biochemistry,Any program,Any level,Any degree,,,The Centre for Biological Applications of Mass Spectrometry (CBAMS),"State-of-the-art facility that supports researchers and provides graduate students enrolled in ""omics"" sciences with valuable hands-on training",Research centres,Research-based,https://www.concordia.ca/research/mass-spec.html
FAS_504,FAS,Chemistry and Biochemistry,Any program,Any level,Any degree,,,Centre for NanoScience Research,State-of-the-art instrumentation and fosters and promotes interdisciplinary research collaborations in nanoscale science,Research centres,Research-based,https://www.concordia.ca/research/nanoscience.html
FAS_505,FAS,Physics,Any program,Any level,Any degree,,,Centre for NanoScience Research,State-of-the-art instrumentation and fosters and promotes interdisciplinary research collaborations in nanoscale science,Research centres,Research-based,https://www.concordia.ca/research/nanoscience.html
FAS_506,FAS,"Classics, Modern Languages and Linguistics",Classics,Undergraduate,Bachelor,CLAS,490,Honours Thesis,Extensive research paper,Undergraduate research projects,Research-based,
FAS_507,FAS,"Classics, Modern Languages and Linguistics",German,Undergraduate,Bachelor,GERM,490,Honours Essay Tutorial,Extensive research essay,Undergraduate research projects,Research-based,
FAS_508,FAS,"Classics, Modern Languages and Linguistics",Italian,Undergraduate,Bachelor,ITAL,490,Honours Essay Tutorial,Extensive research essay,Undergraduate research projects,Research-based,
FAS_509,FAS,"Classics, Modern Languages and Linguistics",Linguistics,Undergraduate,Bachelor,LING,490,Honours Tutorial,Research paper,Undergraduate research projects,Research-based,
FAS_510,FAS,"Classics, Modern Languages and Linguistics",Hispanic Studies,Undergraduate,Bachelor,SPAN,490,Honours Project,Extensive research project,Undergraduate research projects,Research-based,
FAS_511,FAS,"Classics, Modern Languages and Linguistics",Hispanic Studies,Graduate,Master,SPAN,682,Research Paper I,Research,Major research projects,Research-based,
FAS_512,FAS,"Classics, Modern Languages and Linguistics",Hispanic Studies,Graduate,Master,SPAN,683,Research Paper II,Research,Major research projects,Research-based,
FAS_513,FAS,"Classics, Modern Languages and Linguistics",Hispanic Studies,Graduate,Master,SPAN,695,Thesis,Thesis,Major research projects,Research-based,
FAS_514,FAS,Communication Studies,Communication Studies / Communication and Cultural Studies,Undergraduate,Bachelor,COMS,496,Directed Study I,Major research or production in a communications area,Undergraduate research projects,Research-based,
FAS_515,FAS,Communication Studies,Communication Studies / Communication and Cultural Studies,Undergraduate,Bachelor,COMS,497,Directed Study II,Major research or production in a communications area,Undergraduate research projects,Research-based,
FAS_516,FAS,Communication Studies,Communication Studies,Graduate,Certificate,COMS,585,Directed Study in Communication Studies I,Specialized study of theoretical or research-related topics,Undergraduate research projects,Research-based,
FAS_517,FAS,Communication Studies,Communication Studies,Graduate,Certificate,COMS,586,Directed Study in Communication Studies II,Specialized study of theoretical or research-related topics,Undergraduate research projects,Research-based,
FAS_518,FAS,Communication Studies,Media Studies,Graduate,Master,COMS,670,Directed Study,Specialized study of theoretical or research-related topics,Undergraduate research projects,Research-based,
FAS_519,FAS,Communication Studies,Media Studies,Graduate,Master,COMS,695,Thesis,Thesis,Major research projects,Research-based,
FAS_520,FAS,Communication Studies,Media Studies,Graduate,Master,COMS,697,Research-Creation Thesis,Original media production & thesis,Major research projects,Research-based,
FAS_521,FAS,Communication Studies,Media Studies,Graduate,Master,COMS,698,Major Research Paper,Research,Major research projects,Research-based,
FAS_522,FAS,Communication Studies,Communication,Graduate,PhD,COMS,896,Doctoral Thesis Research,Thesis,Major research projects,Research-based,
FAS_523,FAS,Economics,Economics,Graduate,PhD,ECON,814,Workshop in Advanced Economic Theory,workshops; presentations; student's own work,,Research-based,
FAS_524,FAS,Economics,Economics,Graduate,PhD,ECON,858,Montreal Natural Resources and Environmental Economics Workshop,workshop; Organized through Centre Interuniversitaire de Recherche en Economie Quantiative (CIREQ). Prerequisite: permission of the department,,Research-based,
FAS_525,FAS,Economics,Economics,Graduate,PhD,ECON,878,Workshop in Labour Economics,workshop; presentations of thesis work; Prerequisite: permission of the department,Workshops,Research-based,
FAS_531,FAS,English,English Literature,Graduate,Master,ENGL,690,Thesis,Thesis,Major research projects,Research-based,
FAS_532,FAS,English,English - Creative Writing,Graduate,Master,ENGL,692,Creative Writing Thesis,Thesis,Major research projects,Research-based,
FAS_533,FAS,English,English Literature,Graduate,Master,ENGL,694,Research Essay,Research,Major research projects,Research-based,
FAS_534,FAS,English,English Literature,Graduate,PhD,ENGL,895,Thesis Research,Research,Major research projects,Research-based,
FAS_535,FAS,English,Any program,Any level,Any degree,,,Centre for Expanded Poetics,"Experimental research laboratory for the interdisciplinary study of structure, form, and fabrication",Research centres,Research-based,https://expandedpoetics.squarespace.com/
FAS_536,FAS,Études françaises,Traductologie,Graduate,Master,FTRA,692,Mémoire,mémoire,Major research projects,Research-based,
FAS_537,FAS,"Health, Kinesiology and Applied Physiology",Exercise Science,Undergraduate,Bachelor,EXCI,426,Honours Thesis,Thesis,Undergraduate research projects,Research-based,
FAS_538,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,EXCI,492,Independent Study in Exercise Science,Research project,Undergraduate research projects,Research-based,
FAS_539,FAS,"Health, Kinesiology and Applied Physiology",Health and Exercise Science,Graduate,PhD,HEXS,890,Research and Thesis in Health and Exercise Science,"Research, thesis",Major research projects,Research-based,
FAS_540,FAS,"Health, Kinesiology and Applied Physiology",Any program,Any level,Any degree,,,PERFORM Centre,"Clinical research facility, scientific exploration of physical activity, nutrition and lifestyle",Research centres,Research-based,https://www.concordia.ca/research/perform/about.html
FAS_541,FAS,"Geography, Planning and Environment",Human Environment / Environmental Science,Undergraduate,Bachelor,GEOG,491,Honours Essay,Essay,Undergraduate research projects,Research-based,
FAS_542,FAS,"Geography, Planning and Environment",Any program,Undergraduate,Bachelor,GEOG,495,Field Research,Field excursion - 2 or 3 weeks ,Undergraduate research projects,Research-based,
FAS_543,FAS,"Geography, Planning and Environment",Environmental Science,Undergraduate,Bachelor,GEOL,414,Undergraduate Research,Research,Undergraduate research projects,Research-based,
FAS_544,FAS,"Geography, Planning and Environment",Geography / Urban and Environmental Studies,Graduate,Master,HENV,695,Thesis,Thesis,Major research projects,Research-based,
FAS_545,FAS,"Geography, Planning and Environment",Geography / Urban and Environmental Studies,Graduate,PhD,HENV,895,Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_546,FAS,"Geography, Planning and Environment",Urban Planning,Undergraduate,Bachelor,URBS,491,Honours Thesis or Project,Thesis,Undergraduate research projects,Research-based,
FAS_547,FAS,"Geography, Planning and Environment",Urban Planning,Undergraduate,Bachelor,URBS,495,Field Research,On-site research,Undergraduate research projects,Research-based,
FAS_548,FAS,History,History,Graduate,Master,HIST,685,MA Thesis,Thesis,Major research projects,Research-based,
FAS_549,FAS,History,History,Graduate,PhD,HIST,890,Thesis Research,Thesis,Major research projects,Research-based,
FAS_550,FAS,Journalism,Journalism,Graduate,Certificate,JOUR,508,Research Project,Comprehensive study and report,Major research projects,Research-based,
FAS_551,FAS,Journalism,Digital Innovation in Journalism Studies,Graduate,Master,JOUR,691,Thesis,Thesis,Major research projects,Research-based,
FAS_552,FAS,Journalism,Digital Innovation in Journalism Studies,Graduate,Master,JOUR,693,Research-Creation Thesis,Thesis,Major research projects,Research-based,
FAS_553,FAS,Journalism,Digital Innovation in Journalism Studies,Graduate,Master,JOUR,694,Essay,40-page essay,Major research projects,Research-based,
FAS_554,FAS,Liberal Arts College,Western Society and Culture,Undergraduate,Bachelor,LBCL,496,Liberal Arts College Honours Essay Seminar,"honours seminar, research, written work of 40 pages",Undergraduate research projects,Research-based,
FAS_555,FAS,Loyola College for Diversity and Sustainability,Any program,Any level,Any degree,,,Sustainability Across Disciplines Conference,Excellence in graduate and undergraduate student presentations and research,Other,Research-based,https://www.concordia.ca/artsci/loyola-college-diversity-sustainability/sustainability-across-disciplines.html
FAS_556,FAS,Mathematics and Statistics,Actuarial Mathematics,Undergraduate,Bachelor,ACTU,493,Honours Project in Actuarial Mathematics,Honours Project,Honours Undergraduate research projects,Research-based,
FAS_557,FAS,Mathematics and Statistics,Mathematics,Graduate,Master,MAST,700,Thesis,Thesis,Major research projects,Research-based,
FAS_558,FAS,Mathematics and Statistics,Mathematics,Graduate,Master,MAST,701,Project,Project,Major research projects,Research-based,
FAS_559,FAS,Mathematics and Statistics,Mathematics,Graduate,PhD,MAST,892,Doctoral Thesis,Thesis,Major research projects,Research-based,
FAS_560,FAS,Mathematics and Statistics,Pure and Applied Mathematics,Undergraduate,Bachelor,MATH,496,Honours Project in Pure and Applied Mathematics,Project,Undergraduate research projects,Research-based,
FAS_561,FAS,Mathematics and Statistics,Teaching of Mathematics,Graduate,Master,MATH,603,Extended Project,Project,Major research projects,Research-based,
FAS_562,FAS,Mathematics and Statistics,Teaching of Mathematics,Graduate,Master,MATH,654,Thesis,Thesis,Major research projects,Research-based,
FAS_563,FAS,Mathematics and Statistics,Statistics,Undergraduate,Bachelor,STAT,499,Honours Project in Statistics,Project,Undergraduate research projects,Research-based,
FAS_564,FAS,Philosophy,Philosophy,Undergraduate,Bachelor,PHIL,495,Honours Essay,Research project,Undergraduate research projects,Research-based,
FAS_565,FAS,Philosophy,Philosophy,Graduate,Master,PHIL,693,Research Paper,Research,Major research projects,Research-based,
FAS_566,FAS,Philosophy,Philosophy,Graduate,Master,PHIL,695,Thesis,Research,Major research projects,Research-based,
FAS_567,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,496,Honours Research Project,Research project,Undergraduate research projects,Research-based,
FAS_568,FAS,Physics,Physics,Undergraduate,Bachelor,PHYS,497,Specialization Research Project,Research project,Undergraduate research projects,Research-based,
FAS_569,FAS,Physics,Physics,Graduate,Master,PHYS,790,Master’s Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_570,FAS,Physics,Physics,Graduate,PhD,PHYS,890,Doctoral Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_0570,FAS,Chemistry and Biochemistry,Any program,Any level,Any degree,,,Centre for Structural and Functional Genomics (CSFG) ,"Core genomics facility and computational resources to sequence, process and store the genetic information of various organisms.",Research centres,Research-based,https://www.concordia.ca/research/molecular-modeling.html
FAS_571,FAS,Physics,Physics,Undergraduate,Bachelor,,,CCUWIP Undergraduate Research Conference,CCUWIP is a conference for undergraduate women in physics.,Undergraduate research projects,Research-based,https://ccuwip.cap.ca/
FAS_572,FAS,Physics,Physics,Undergraduate,Bachelor,,,CUPC Undergraduate Research Conference,CUPC is a conference for physics and engineering students organized entirely by undergraduate students. ,Undergraduate research projects,Research-based,http://cupc2019.ca/
FAS_573,FAS,Physics,Physics,Undergraduate,Bachelor,,,Summer internship Programs,"Undergraduate research activity that can open doors to further engagement into research for students, or help students assess their true interest in research.",Undergraduate research projects,Research-based,https://www.concordia.ca/artsci/physics/student-life/summer-and-extra-curricular.html
FAS_574,FAS,Political Science,Political Science,Undergraduate,Bachelor,POLI,495,Honours Thesis,Thesis,Undergraduate research projects,Research-based,
FAS_575,FAS,Political Science,"Political Science / 
Public Policy and Public Administration",Graduate,Master,POLI,691,Extended Research Essay,Research essay,Major research projects,Research-based,
FAS_576,FAS,Political Science,Political Science,Graduate,PhD,POLI,890,Thesis,Thesis,Major research projects,Research-based,
FAS_577,FAS,Political Science,Any program,Any level,Any degree,,,Centre for Immigration Policy Evaluation (CIPE),Immigration public policies,Research centres,Research-based,https://www.concordia.ca/artsci/polisci/research/cipe.html
FAS_578,FAS,Psychology,Psychology,Graduate,Master,PSYC,690,Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_579,FAS,Psychology,Psychology,Graduate,PhD,PSYC,890,Research and Thesis,"Research, thesis",Major research projects,Research-based,
FAS_580,FAS,Psychology,Any program,Any level,Any degree,,,Applied Psychology Centre (APC),"In-house training clinic of the department, provides therapy, counselling and assessment services to the local community",Research centres,Research-based,https://www.concordia.ca/artsci/psychology/facilities-services/apc.html
FAS_581,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,387,Directed Research in Psychology,Research project,Undergraduate research projects,Research-based,
FAS_582,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,485,Specialization Project,"Research, project",Undergraduate research projects,Research-based,
FAS_583,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,487,Advanced Directed Research in Psychology,Research project,Undergraduate research projects,Research-based,
FAS_584,FAS,Psychology,Psychology,Undergraduate,Bachelor,PSYC,495,Honours Thesis,Thesis,Undergraduate research projects,Research-based,
FAS_585,FAS,Religions and Cultures,Religion / Judaic Studies,Undergraduate,Bachelor,RELI,410,Honours Thesis,Sustained piece of written work,Undergraduate research projects,Research-based,
FAS_586,FAS,Religions and Cultures,Religions and Cultures / Judaic Studies,Graduate,Master,RELI,680,Guided Research Paper,Research paper,Major research projects,Research-based,
FAS_587,FAS,Religions and Cultures,Religions and Cultures,Graduate,Master,RELI,690,Master’s Thesis (Religions and Cultures),Thesis,Major research projects,Research-based,
FAS_588,FAS,Religions and Cultures,Judaic Studies,Graduate,Master,RELI,695,Master’s Thesis (Judaic Studies),Thesis,Major research projects,Research-based,
FAS_589,FAS,Religions and Cultures,Religion,Graduate,PhD,RELI,870,Doctoral Thesis,Thesis,Major research projects,Research-based,
FAS_590,FAS,Religions and Cultures,Any program,Any level,Any degree,,,The Concordia University Institute for Canadian Jewish Studies,"Study of the Canadian Jewish experience through research, education, and community partnerships",Research centres,Research-based,https://www.concordia.ca/artsci/research/jewish-studies.html
FAS_591,FAS,Simone de Beauvoir Institute,Humanities,Graduate,PhD,HUMA,895,Thesis,Thesis,Major research projects,Research-based,
FAS_592,FAS,Simone de Beauvoir Institute,Women's Studies,Undergraduate,Bachelor,WSDB,496,Directed Research,Substantial research project,Undergraduate research projects,Research-based,
FAS_593,FAS,Sociology and Anthropology,Anthropology,Undergraduate,Bachelor,ANTH,495,Honours Essay,Honours essay,Undergraduate research projects,Research-based,
FAS_594,FAS,Sociology and Anthropology,Social and Cultural Anthropology,Graduate,Master,ANTH,692,Thesis,Thesis,Major research projects,Research-based,
FAS_595,FAS,Sociology and Anthropology,"Social and Cultural Anthropology / 
Sociology",Graduate,Master,ANTH,695,Essay,Essay,Major research projects,Research-based,
FAS_596,FAS,Sociology and Anthropology,Social and Cultural Analysis,Graduate,Master,SOAN,890,Thesis,Thesis,Major research projects,Research-based,
FAS_597,FAS,Sociology and Anthropology,Sociology,Undergraduate,Bachelor,SOCI,409,Honours Seminar,Honours paper,Undergraduate research projects,Research-based,
FAS_598,FAS,Sociology and Anthropology,Sociology,Graduate,Master,SOCI,691,Thesis,Thesis,Major research projects,Research-based,
FAS_599,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,CCBJS Centre for Broadcasting and Journalism Studies,"Multidisciplinary analyses of media, journalism, and society",Research centres,Research-based,https://www.concordia.ca/research/broadcasting-journalism.html
FAS_600,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,Centre for Sensory Studies,"Interdisciplinary collaboration platform for research in the social life and history of the senses, perceptual practice, multisensory aesthetics, and the development of technologies",Research centres,Research-based,http://www.centreforsensorystudies.org/
FAS_601,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,Ethnography Lab,Promotes and explores innovative ethnographic research.,Research centres,Research-based,https://www.concordia.ca/artsci/cissc/working-groups/ethnography-lab.html
FAS_602,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,Lifestyle and Addiction Research Centre,Gambling habits and gambling-related problems of Quebecers,Research centres,Research-based,https://www.concordia.ca/research/lifestyle-addiction.html
FAS_603,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,Sex Trade Advocacy and Research,"Policies and programmes in Toronto and Montreal affect the conduct of sex workers, Training sex workers partners in research.",Research centres,Research-based,http://web2.uwindsor.ca/courses/sociology/maticka/star/index.html
FAS_604,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,"Technoculture, Art and Games Group (TAG)","Interdisciplinary centre for research/ creation in game studies and design, digital culture and interactive art",Research centres,Research-based,http://www.tag.hexagram.ca/
FAS_605,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,The New Rural Economy Project,Building rural capacity in the new economy,Research centres,Research-based,http://nre.concordia.ca/
FAS_606,FAS,Sociology and Anthropology,Any program,Any level,Any degree,,,The Rural Policy Learning Commons,Building rural policy through international comparative analysis,Research centres,Research-based,http://rplc-capr.ca/
FAS_607,FAS,Theological Studies,Theological Studies,Undergraduate,Bachelor,THEO,460,Honours Essay,40 pages in length,Undergraduate research projects,Research-based,
FAS_608,FAS,Theological Studies,Theological Studies,Graduate,Master,THEO,691,Research Paper,Guided research project,Major research projects,Research-based,
FAS_609,FAS,Theological Studies,Theological Studies,Graduate,Master,THEO,697,Thesis,Thesis,Major research projects,Research-based,
FAS_610,FAS,Applied Human Sciences,Leisure Sciences/ Therapeutic Recreation,Undergraduate,Bachelor,AHSC,350,Leisure Education,The development and implementation of leisure education with children in the BASE after school program,Service learning,Community-based,
FAS_611,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,371,Community Recreation Planning,"Practical experience, field experience, project planning ",Service learning,Community-based,
FAS_612,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness),Service learning,Community-based,
FAS_613,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,432,Seminar in Therapeutic Recreation,Students use their knowledge of TR and the various skills and interests of the class to design a community project for the benefit of the community,Service learning,Community-based,
FAS_614,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,436,Internship in Youth and Family Work,"Work with youth and families in such settings as child welfare, schools, non-profit organizations, residential care, or outreach",Internships,Community-based,
FAS_615,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,442,Community Development and Leisure,"Development, application, and evaluation of a community development approach in the community",Internships,Community-based,
FAS_616,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,444,The Older Adult and Leisure,Students form small working groups with older adults from local community organizations to design and facilitate a conversation café,Internships,Community-based,
FAS_617,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,451,Counselling Skills and Concepts,in-class simulations,,Community-based,
FAS_618,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,530,Community Youth Development,Practical applications for community-based youth programs,Service learning,Community-based,
FAS_619,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,533,Internship I in Youth Work,"100 hours in settings such as schools, community organizations, hospitals, or rehabilitation centres",Internships,Community-based,
FAS_620,FAS,Applied Human Sciences,Youth Work,Graduate,Certificate,AHSC,537,Internship II in Youth Work,"220-hour internship, supervised apprenticeship in either a clinical or normative youth work setting that builds on the student’s previous courses",,Community-based,
FAS_621,FAS,Applied Human Sciences,Human Systems Intervention,Graduate,Master,AHSC,680,Facilitating Individual and Group Learning Processes,Laboratory setting,Excellence in graduate and undergraduate student presentations and research.,Community-based,
FAS_622,FAS,School of Community and Public Affairs,First Peoples Studies,Undergraduate,Bachelor,FPST,491,Aboriginal Community Economic Development II,Site visits,Service Learning,Community-based,
FAS_623,FAS,School of Community and Public Affairs,Community / Public Affairs and Policy Studies,Undergraduate,Bachelor,SCPA,411,Internship,Internship,Internships,Community-based,
FAS_624,FAS,School of Community and Public Affairs,Immigration Studies,Undergraduate,Bachelor,,,Field Project in Immigration,Field project at non-profit organization in community organization,Service learning,Community-based,https://www.concordia.ca/artsci/scpa/programs/immigration-studies-minor-cert/approved-courses.html
FAS_625,FAS,School of Community and Public Affairs,Community Economic Development,Undergraduate,Bachelor,SCPA,510,CED Field Project - Part I,"Field project in community economic development, community organization",Service learning,Community-based,
FAS_626,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Certificate,SCPA,510,Projet en DÉC. Partie I,Projet pratique,Service Learning,Community-based,
FAS_627,FAS,School of Community and Public Affairs,Community Economic Development,Undergraduate,Bachelor,SCPA,511,CED Field Project - Part II,"Field project in community economic development, community organization",Service learning,Community-based,
FAS_628,FAS,School of Community and Public Affairs,Diplôme en développement économique communautaire ,Graduate,Certificate,SCPA,511,Projet DÉC. Partie II,"Situation réelle, practicien-ne-s de DÉC sont invité-e-s à participer à l’évaluation des résultats du projet",Service learning,Community-based,
FAS_629,FAS,Biology,Any program,Undergraduate,Bachelor,BIOL,498,Internship in Tropical Biology,Volunteering activities in the Tropics followed by in class discussions and presentations,Internships & exchanges,International,
FAS_630,FAS,Biology,Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_631,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_632,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_633,FAS,Mathematics and Statistics,Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_634,FAS,Physics,Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_635,FAS,"Geography, Planning and Environment",Any program,Undergraduate,Bachelor,,,Kupcinet-Getz International Summer School,"Work in a laboratory or a theoretical research project under the supervision of an experienced scientist and, for a short period of time, will become a full-fledged member of the scientific team in Israel",Internships & exchanges,International,https://www.weizmann.ac.il/feinberg/admissions/kupcinet-getz-international-summer-school/about-program-0
FAS_636,FAS,Biology,Any science,Any level,Bachelor / Master,,,Research Internship Program by Ecole Polytechnique Federale de Lausanne,3 month research internship in Switzerland. A scholarship will be awarded to some successful candidates to cover the main costs of living. PhD students are not accepted.,Internships & exchanges,International,https://futuretudiant.epfl.ch/researchinternships/application
